ID,a1,a2,a3,b1,b2,b3,c1,o1,o2
147,1.6241497715395756,52.35985201025523,0.7166764618951819,0,0,0,1,2,0
148,1.6774095894503736,53.98179015347114,0.7300599352587511,0,0,0,1,1,0
149,1.5814069024600586,51.02904671178535,0.6954456456331196,2,2,0,1,2,1
150,1.506020840000037,48.67193995376296,0.6809070810570178,4,4,1,0,4,2
151,1.4727528237706453,47.66002984107962,0.6498113604806337,4,4,1,0,4,2
152,1.5144084447323323,48.959527094782445,0.6836155534828652,4,4,1,1,4,2
153,1.4007309794672864,45.417613286439675,0.6272411064034167,3,3,1,1,4,2
154,1.645641321593021,53.03330949088178,0.7454834312364582,1,1,0,0,1,0
155,1.5402762852330047,49.75472210764999,0.6876382454767072,0,0,0,0,3,0
156,1.4443833439020308,46.78263560400449,0.6390832899093212,3,3,1,0,4,1
157,1.5207472694762245,49.1497371101037,0.6795393599593942,2,2,1,0,4,1
158,1.6798147718006333,54.07730511683227,0.754780482738815,0,0,0,0,1,0
159,1.4765327769171408,47.767862168236256,0.6690435515798824,4,4,1,1,4,2
160,1.3465458804923247,43.731386625591675,0.6238958646512037,1,1,0,0,4,0
161,1.7811976924778397,57.216449171417885,0.7877412408929756,4,4,1,1,0,2
162,1.7350340224621563,55.775789338852576,0.7561713793967936,0,0,0,0,0,0
163,1.59023537532852,51.286529043406254,0.7246857116871501,3,3,1,0,2,2
164,1.7606030785190065,56.579380696680076,0.7723560239003053,1,1,0,0,0,0
165,1.5817305135113273,51.03458965051253,0.6968198158018462,2,2,0,1,2,1
166,1.6040059420342643,51.717582374834805,0.7150236491135745,3,3,1,0,2,1
167,1.6500703950079851,53.16564226643102,0.7280509564565004,4,4,1,0,1,2
168,1.5916272387602939,51.332546933954674,0.6939964196019495,4,4,1,0,2,2
169,1.6472887795993372,53.06403638226835,0.7297454601996776,2,2,0,0,1,1
170,1.5532415162457316,50.168112803872155,0.6906302574366061,3,3,1,1,3,2
171,1.583975637618861,51.08869621629524,0.7032499534730706,3,3,1,0,2,1
172,1.5669808351957528,50.58241564835955,0.703881936207975,1,1,0,0,3,0
173,1.5536651851535068,50.153314000762265,0.6990856850081457,0,0,0,1,3,0
174,1.648537306951033,53.12091605269424,0.7164621772593405,0,0,0,0,1,0
175,1.503394885724165,48.61577106005975,0.6817496777308488,0,0,0,1,4,0
176,1.652123224387438,53.22815132702249,0.7300374179439562,1,1,0,0,1,0
177,1.5076433696408675,48.72402041107028,0.6747137336471558,1,1,0,1,4,0
178,1.6051393302703607,51.773681343345416,0.7102625126346608,3,3,1,0,2,1
179,1.7238237241826972,55.446993844552594,0.7583749039526259,1,1,0,1,0,1
180,1.542324530317317,49.81403366567301,0.6980616398084025,4,4,1,1,3,2
181,1.7473919074536661,56.18152369071506,0.7573766013318792,0,0,0,1,0,0
182,1.6820524419360943,54.13917709302606,0.743330262372021,4,4,1,0,1,2
183,1.7455662074292566,56.1291929870891,0.7540456076972192,1,1,0,1,0,1
184,1.559447349788569,50.32596074268792,0.6825850795723216,4,4,1,0,3,2
185,1.628352160815336,52.48299564525077,0.7196419141492258,1,1,0,1,2,1
186,1.529209067001464,49.40314859942717,0.6793944441248498,2,2,0,1,3,1
187,1.5416884175426153,49.79158651541509,0.6807596280131731,3,3,1,1,3,2
188,1.4956134163125352,48.36712366799626,0.6702468212109937,4,4,1,1,4,2
189,1.678105023739638,54.00253181158817,0.728948756491526,3,3,1,1,1,2
190,1.523544009740848,49.23105565650937,0.6754118686520741,0,0,0,0,4,0
191,1.7208739242519235,55.365368469128896,0.7695314990200263,0,0,0,0,0,0
192,1.60304894158593,51.6961452758642,0.715452889865554,2,2,1,1,2,1
193,1.6593281517107843,53.428435244812036,0.7306466613693584,2,2,1,0,1,1
194,1.7482128598816706,56.196296200062,0.7820938971463117,3,3,1,1,0,2
195,1.4954597082583978,48.35866415289594,0.6667844138247639,3,3,1,0,4,1
196,1.6719290470060455,53.83012243949855,0.7365033973628569,1,1,0,0,1,0
197,1.3645340646879913,44.30419574117329,0.6285585035322616,2,2,1,1,4,1
198,1.6011595150028646,51.64073861511642,0.6912279713009764,4,4,1,1,2,2
199,1.5037642227455146,48.62333861236469,0.6702713034451333,1,1,0,0,4,0
200,1.6245440963677986,52.35410785011462,0.7080424015050094,3,3,1,1,2,2
201,1.4328146796697079,46.42308069937805,0.6433420528754503,0,0,0,0,4,0
202,1.4626827211976579,47.35138993171886,0.6636095513151444,0,0,0,0,4,0
203,1.5802485292081652,51.00326482855505,0.6973292983631637,4,4,1,1,2,2
204,1.61119888950142,51.96100231997521,0.7311172891576379,3,3,1,0,2,2
205,1.5727633634134974,50.75511867230372,0.6922483316534077,0,0,0,1,3,0
206,1.7327511813279708,55.71733220284767,0.7575767627401084,2,2,0,1,0,1
207,1.682119109856072,54.14614101226164,0.7424999670114013,4,4,1,0,1,2
208,1.74876806666446,56.22636953141494,0.7498329829255115,0,0,0,1,0,0
209,1.657974884326023,53.39723607211208,0.730805439468108,2,2,1,0,1,1
210,1.6661524095405469,53.65220347817746,0.7348192156929702,4,4,1,1,1,2
211,1.4559945176291984,47.126039022639496,0.6419608090729428,4,4,1,1,4,2
212,1.5923822653788695,51.347554437432024,0.712953222609708,2,2,1,1,2,1
213,1.6953705942490096,54.54551893540814,0.7593853158518005,3,3,1,1,0,2
214,1.6395357878489187,52.83842886190301,0.7252033912781197,1,1,0,0,1,0
215,1.5787840851231048,50.948931729731946,0.7077648879443218,0,0,0,0,2,0
216,1.5597996373314844,50.351853922381544,0.6979144439789666,1,1,0,0,3,0
217,1.5240020730489015,49.24504396491301,0.6843016866168667,2,2,1,1,3,1
218,1.6055802873922678,51.7714203407701,0.7180886733183991,2,2,1,0,2,1
219,1.6411636376119523,52.87597001742195,0.7391772269959256,2,2,0,1,1,1
220,1.556027406102886,50.24401004637733,0.7102016477370472,2,2,0,1,3,1
221,1.6531537753388892,53.24801271481343,0.7259819639251064,3,3,1,0,1,2
222,1.6836593800616646,54.19001055554197,0.7492137030981815,0,0,0,0,1,0
223,1.453246295280862,47.044070492511956,0.6379946278826677,3,3,1,0,4,1
224,1.5362178976803966,49.62438779240341,0.6834260593709635,0,0,0,0,3,0
225,1.4599673134058484,47.261905246521785,0.6559566454046978,2,2,0,0,4,1
226,1.5565214869786668,50.26169764232756,0.6805011738956676,4,4,1,1,3,2
227,1.5441715256303885,49.868314984320115,0.6970463071897159,0,0,0,0,3,0
228,1.792598702968375,57.56146689667682,0.7888118956775365,4,4,1,1,0,2
229,1.7730724722083073,56.98747771569688,0.7823726236467508,4,4,1,1,0,2
230,1.5971047801578928,51.51646508252477,0.7178824436909454,4,4,1,1,2,2
231,1.8215414491005282,58.45445229393154,0.7770608447350604,4,4,1,0,0,2
232,1.552635501368009,50.12541003796187,0.6963534644822376,3,3,1,0,3,1
233,1.5088196716879894,48.78325910665872,0.6757385490964339,1,1,0,1,4,1
234,1.6167908033129121,52.11664825849727,0.7073547719767079,4,4,1,1,2,2
235,1.5362067449747125,49.61122259364797,0.6780273009472177,0,0,0,0,3,0
236,1.683592232236916,54.19602944245617,0.7417909688024207,4,4,1,0,1,2
237,1.5568945529270448,50.253009126281356,0.6920642229809774,1,1,0,0,3,0
238,1.7277173471105702,55.56448512848768,0.7596649175110081,1,1,0,0,0,0
239,1.5409783194967626,49.765593641851396,0.6837224557695639,2,2,0,1,3,1
240,1.5459711779950016,49.927972859943544,0.6882646754935012,0,0,0,0,3,0
241,1.6292050606973878,52.499300288689625,0.697705073592479,0,0,0,0,2,0
242,1.571189118513856,50.7226259106091,0.7062158805326881,0,0,0,1,3,0
243,1.7408530981838948,55.96605016872355,0.7573851057496066,0,0,0,1,0,0
244,1.6177027132485138,52.148304551917626,0.7145860364461136,3,3,1,0,2,1
245,1.6801688366219851,54.0809655571625,0.7477798469599003,2,2,1,0,1,1
246,1.5221636885146472,49.18107702597082,0.6585563918293215,2,2,0,0,4,1
247,1.62552456011246,52.39199185511324,0.7153867703112471,3,3,1,0,2,1
248,1.706937712071716,54.912244125440026,0.7582631529692447,4,4,1,0,0,2
249,1.6104357226867592,51.936764764122,0.7003058866354129,4,4,1,0,2,2
250,1.652371328543196,53.215441693366415,0.7189329625396017,4,4,1,1,1,2
251,1.6267541594309523,52.426699121458036,0.7297650783970241,0,0,0,1,2,0
252,1.7396279644778407,55.93296871794393,0.7637930491892484,2,2,0,1,0,1
253,1.7085735313475507,54.95898632269608,0.7586619745877647,3,3,1,1,0,2
254,1.553650595880566,50.16504392042618,0.7019188003384822,1,1,0,1,3,1
255,1.6192630683757951,52.197554458564724,0.7081361333384792,4,4,1,1,2,2
256,1.7804802686886818,57.211600826646524,0.7917966186459428,0,0,0,1,0,0
257,1.3386330521499126,43.50342443225185,0.6064598164125665,1,1,0,0,4,0
258,1.5424166634070962,49.81632454772531,0.6902223524672939,4,4,1,1,3,2
259,1.519178072360798,49.093544723685596,0.6866927001896663,3,3,1,0,4,1
260,1.5203231664371546,49.14079432705737,0.6754821641820941,1,1,0,1,4,0
261,1.5228550835925019,49.19936467923514,0.6874845522491706,4,4,1,1,4,2
262,1.4327768466952346,46.41330025235197,0.6433557099004921,0,0,0,0,4,0
263,1.5367111492362353,49.64008193747451,0.6831171422918787,3,3,1,1,3,2
264,1.467969431292001,47.50156493438772,0.6443484310004342,0,0,0,0,4,0
265,1.4083768427395622,45.66270495291479,0.6258353680715656,1,1,0,0,4,0
266,1.5613163017423084,50.39096210069808,0.7038525099437483,4,4,1,1,3,2
267,1.7715020090643185,56.9289500465093,0.7792152185471192,2,2,1,1,0,1
268,1.5833433940766946,51.07079543487762,0.7090405238883742,3,3,1,0,2,1
269,1.7438986168470505,56.0631311730468,0.7613838709467547,2,2,0,0,0,1
270,1.6154921053832292,52.0757068204558,0.7273796647199748,2,2,1,1,2,1
271,1.7616005582014875,56.611542847670755,0.7775103221336478,1,1,0,0,0,0
272,1.5695190037002473,50.66850649914753,0.6949722044946853,2,2,0,0,3,1
273,1.505508123903736,48.68189720178204,0.6610149837328781,3,3,1,0,4,1
274,1.6663936008782032,53.649621998828906,0.7451801561385103,3,3,1,0,1,2
275,1.4813950533791542,47.920863861106014,0.6567265447466878,4,4,1,1,4,2
276,1.6079111794584495,51.83225483102573,0.7137345610339413,4,4,1,1,2,2
277,1.7233520175640606,55.43136458091254,0.7668702145483818,1,1,0,1,0,1
278,1.6772157986457168,53.99332131082949,0.7351280681731766,2,2,0,0,1,1
279,1.7980557110751663,57.733560104291826,0.7998727780136224,2,2,1,1,0,1
280,1.6930996073009472,54.483105500541775,0.7501728246111115,4,4,1,1,0,2
281,1.4524595649915268,47.02336420823123,0.6418415754531719,1,1,0,0,4,0
282,1.3407983683506903,43.58716327460952,0.6074235265217902,3,3,1,0,4,1
283,1.550107600664445,50.05636473560397,0.7012129955364008,0,0,0,0,3,0
284,1.419105391385542,46.00552406363126,0.6485464274470432,4,4,1,1,4,2
285,1.5744946449306845,50.81314037432924,0.6956730279029946,4,4,1,0,3,2
286,1.4738271156254423,47.677279394384385,0.6673052252906831,1,1,0,0,4,0
287,1.4251128160928186,46.19075185883974,0.6405291889205554,2,2,0,1,4,1
288,1.47706583947724,47.80251254734224,0.6571655433575415,3,3,1,0,4,1
289,1.6550083017086574,53.2913442698395,0.7320702871436967,4,4,1,1,1,2
290,1.6153407258244923,52.0588228328825,0.727922536160564,3,3,1,0,2,2
291,1.6731425098925197,53.85388562598961,0.7541712934164957,0,0,0,0,1,0
292,1.5643106320758182,50.50881922462947,0.7021219256669815,2,2,1,1,3,1
293,1.8127912415320204,58.19791915825338,0.8158658343502605,2,2,1,1,0,1
294,1.5616873540023322,50.391366848926396,0.693252363072435,4,4,1,1,3,2
295,1.6301217673363484,52.52062531760667,0.7253824543930503,1,1,0,1,1,1
296,1.50487798976987,48.65156648742836,0.6731932255253442,2,2,1,1,4,1
297,1.6019974786304132,51.650043301355076,0.7158630512963567,2,2,0,0,2,1
298,1.581765358638102,51.02927204820139,0.7006159574926774,3,3,1,0,2,1
299,1.5739521455917465,50.80326968133088,0.6819571877841171,2,2,0,1,3,1
300,1.5082410208454586,48.7538940536139,0.6696082831947595,2,2,1,1,4,1
301,1.6084354838040615,51.862847995941046,0.7252601522244778,3,3,1,0,2,2
302,1.5079786487572195,48.751914940948,0.6681694208035391,1,1,0,1,4,0
303,1.5594418572808728,50.34019292872861,0.7045457519926343,3,3,1,1,3,2
304,1.6975770657688014,54.62342214939745,0.7552012363468157,1,1,0,1,0,1
305,1.690357637283672,54.40016884117626,0.7553971370209036,2,2,0,0,0,1
306,1.7146723729499536,55.15957622776463,0.7471182037397366,4,4,1,1,0,2
307,1.7292543479436624,55.5878752555028,0.7600637254450952,2,2,1,1,0,1
308,1.7267014067106792,55.531519724824356,0.7573472182470042,2,2,0,0,0,1
309,1.798895868641132,57.75686927940297,0.7887583444431687,4,4,1,1,0,2
310,1.7492235307257922,56.20975892544899,0.782324815686987,1,1,0,1,0,1
311,1.4524491517898368,47.03902490590801,0.6352110604618056,0,0,0,0,4,0
312,1.5359766771826688,49.60861210121214,0.6954312178999473,0,0,0,1,3,0
313,1.7041376045887726,54.82346785176129,0.7479277779056197,3,3,1,0,0,2
314,1.595415141745527,51.43634331961288,0.706066238631931,2,2,0,1,2,1
315,1.7068600955212367,54.908311858754466,0.7605909988228619,3,3,1,0,0,2
316,1.7689615894583908,56.824413690218684,0.7691237487965998,1,1,0,0,0,0
317,1.5718954442141087,50.71780118201593,0.6959481393782332,1,1,0,1,3,1
318,1.5489430557885104,50.000068033576255,0.679877631391327,3,3,1,0,3,1
319,1.3242794065154047,43.05312073055104,0.6018060250545837,1,1,0,1,4,0
320,1.6684084694809755,53.71474012573422,0.7321862727682156,3,3,1,0,1,2
321,1.3932927019952073,45.18912672242086,0.6367333672688397,0,0,0,1,4,0
322,1.5725232221454484,50.75923168792239,0.6887269829122716,0,0,0,1,3,0
323,1.6045534211114383,51.74653283872206,0.7130494519551233,0,0,0,0,2,0
324,1.4393878305909389,46.616880069143285,0.6516981838561582,3,3,1,1,4,2
325,1.5361636339437437,49.608707781089244,0.6928331327574484,1,1,0,1,3,1
326,1.80688307842731,58.011309747689374,0.789491494756561,2,2,1,1,0,1
327,1.7084893927388567,54.96223515893568,0.7596358533625315,3,3,1,0,0,2
328,1.6870502743246625,54.305048746330016,0.7349448135648311,0,0,0,0,1,0
329,1.6122224914654997,51.99567737657662,0.722013647460348,4,4,1,0,2,2
330,1.8047759177570764,57.936765433252354,0.8078203131188728,0,0,0,1,0,0
331,1.6584601140384547,53.41125631890442,0.7411622498229985,4,4,1,1,1,2
332,1.6799505529217666,54.0733444808989,0.7644159647306014,0,0,0,1,1,0
333,1.5232860398362797,49.22730708678776,0.6926738626498373,0,0,0,0,4,0
334,1.5684900972223141,50.62601461453083,0.6982336038244099,2,2,1,1,3,1
335,1.7071696653687973,54.9232963236589,0.770778871048888,1,1,0,1,0,1
336,1.6230318088135811,52.30737749669766,0.7187869906579941,0,0,0,0,2,0
337,1.5725437917392986,50.754804414503035,0.6919629273118802,4,4,1,1,3,2
338,1.4970789467233512,48.40289262234641,0.6696410708753366,0,0,0,0,4,0
339,1.3630973182960813,44.24983558698655,0.6142641454452911,1,1,0,1,4,0
340,1.587586664521583,51.246818839625554,0.6991116157764575,2,2,0,1,2,1
341,1.651013577436306,53.184816830233245,0.7308033287863639,1,1,0,0,1,0
342,1.695912380347228,54.58012929272102,0.7353881849752676,4,4,1,1,0,2
343,1.6689742777284355,53.743365173332215,0.7215255800790026,3,3,1,1,1,2
344,1.557919066790655,50.3020765174148,0.7061605560520869,0,0,0,1,3,0
345,1.5787660122406646,50.93405946414439,0.6914889543379206,4,4,1,1,2,2
346,1.5323698033938802,49.49059454179958,0.6711518208032222,0,0,0,1,3,0
347,1.5352093169918257,49.59578570606258,0.6888738828166644,3,3,1,1,3,2
348,1.3797946807955248,44.76295170503176,0.6375384292279725,2,2,0,1,4,1
349,1.6532264719468261,53.27202074378515,0.7434598691950437,2,2,1,0,1,1
350,1.5096681444350608,48.79765645387359,0.6751658907593521,2,2,1,0,4,1
